-0.542434	0.361381	0.758399	0.000000	-0.745811	0.208383	-0.632726	0.000000	-0.386692	-0.908835	0.156487	0.000000	0.153212	1.684021	0.766235	1.000000	
-0.565231	0.346188	0.748777	0.000000	-0.742076	0.183095	-0.644825	0.000000	-0.360328	-0.920125	0.153407	0.000000	0.132302	1.707737	0.787298	1.000000	
-0.596727	0.308563	0.740746	0.000000	-0.731133	0.171360	-0.660364	0.000000	-0.330698	-0.935641	0.123346	0.000000	0.105345	1.718633	0.805940	1.000000	
-0.614470	0.298593	0.730252	0.000000	-0.721325	0.162287	-0.673315	0.000000	-0.319558	-0.940481	0.115662	0.000000	0.074629	1.701953	0.809009	1.000000	
-0.648435	0.286270	0.705395	0.000000	-0.690907	0.167778	-0.703205	0.000000	-0.319656	-0.943345	0.088993	0.000000	0.063378	1.676196	0.800738	1.000000	
-0.625954	0.286154	0.725463	0.000000	-0.716806	0.155327	-0.679752	0.000000	-0.307198	-0.945510	0.107889	0.000000	0.056107	1.652623	0.777900	1.000000	
-0.593901	0.330570	0.733488	0.000000	-0.736636	0.143152	-0.660965	0.000000	-0.323495	-0.932862	0.158491	0.000000	0.058225	1.639415	0.736871	1.000000	
-0.601824	0.373926	0.705682	0.000000	-0.707764	0.159622	-0.688179	0.000000	-0.369970	-0.913619	0.168587	0.000000	0.078891	1.629321	0.703082	1.000000	
-0.591602	0.373433	0.714531	0.000000	-0.721865	0.149347	-0.675726	0.000000	-0.359051	-0.915556	0.181214	0.000000	0.106958	1.640220	0.685000	1.000000	
-0.590599	0.351796	0.726245	0.000000	-0.747063	0.101911	-0.656895	0.000000	-0.305106	-0.930512	0.202625	0.000000	0.152299	1.644950	0.693012	1.000000	
-0.584704	0.367137	0.723417	0.000000	-0.750725	0.093097	-0.654022	0.000000	-0.307463	-0.925496	0.221185	0.000000	0.194016	1.663151	0.719964	1.000000	
-0.578492	0.365153	0.729390	0.000000	-0.760901	0.080614	-0.643841	0.000000	-0.293900	-0.927450	0.231211	0.000000	0.215899	1.688481	0.760800	1.000000	
-0.562726	0.385933	0.731023	0.000000	-0.778120	0.051227	-0.626023	0.000000	-0.279051	-0.921103	0.271476	0.000000	0.227365	1.708532	0.797634	1.000000	
-0.612383	0.353250	0.707250	0.000000	-0.758111	-0.008718	-0.652067	0.000000	-0.224177	-0.935488	0.273141	0.000000	0.194669	1.744641	0.831500	1.000000	
-0.632705	0.356912	0.687240	0.000000	-0.745803	-0.041930	-0.664845	0.000000	-0.208475	-0.933196	0.292715	0.000000	0.153910	1.773969	0.860173	1.000000	
-0.651816	0.368423	0.662873	0.000000	-0.738613	-0.110154	-0.665069	0.000000	-0.172008	-0.923109	0.343922	0.000000	0.104484	1.787308	0.865129	1.000000	
-0.663960	0.345996	0.662906	0.000000	-0.739851	-0.175301	-0.649531	0.000000	-0.108527	-0.921714	0.372378	0.000000	0.058594	1.787030	0.859584	1.000000	
-0.682198	0.330112	0.652405	0.000000	-0.729582	-0.248600	-0.637109	0.000000	-0.048129	-0.910617	0.410438	0.000000	0.018294	1.767920	0.838196	1.000000	
-0.662891	0.322484	0.675706	0.000000	-0.748426	-0.310496	-0.586046	0.000000	0.020814	-0.894201	0.447181	0.000000	-0.035559	1.725535	0.789331	1.000000	
-0.632543	0.320406	0.705145	0.000000	-0.773146	-0.315505	-0.550183	0.000000	0.046195	-0.893194	0.447291	0.000000	-0.057692	1.699780	0.758371	1.000000	
-0.600827	0.330593	0.727815	0.000000	-0.794280	-0.349565	-0.496913	0.000000	0.090143	-0.876648	0.472612	0.000000	-0.075355	1.659054	0.719750	1.000000	
