-0.411784	0.164383	0.896332	0.000000	-0.886407	0.155988	-0.435832	0.000000	-0.211460	-0.973984	0.081477	0.000000	-0.001818	1.791421	0.343149	1.000000	
-0.354518	0.126864	0.926403	0.000000	-0.921536	0.120424	-0.369147	0.000000	-0.158392	-0.984583	0.074217	0.000000	0.009908	1.804879	0.323766	1.000000	
-0.386565	0.112158	0.915417	0.000000	-0.908115	0.126896	-0.399029	0.000000	-0.160917	-0.985555	0.052798	0.000000	0.007745	1.803933	0.348056	1.000000	
-0.477369	0.074678	0.875524	0.000000	-0.866803	0.123402	-0.483140	0.000000	-0.144121	-0.989543	0.005823	0.000000	-0.017271	1.805446	0.398609	1.000000	
-0.527176	0.051054	0.848221	0.000000	-0.838255	0.132427	-0.528952	0.000000	-0.139332	-0.989877	-0.027017	0.000000	-0.038920	1.806012	0.434897	1.000000	
-0.577148	0.017587	0.816450	0.000000	-0.809673	0.117988	-0.574899	0.000000	-0.106442	-0.992859	-0.053856	0.000000	-0.069025	1.804543	0.476165	1.000000	
-0.570705	0.045876	0.819872	0.000000	-0.810444	0.129269	-0.571376	0.000000	-0.132196	-0.990548	-0.036594	0.000000	-0.068899	1.778367	0.483187	1.000000	
-0.570447	0.052404	0.819661	0.000000	-0.807346	0.147626	-0.571314	0.000000	-0.150943	-0.987654	-0.041904	0.000000	-0.070765	1.743947	0.482307	1.000000	
-0.566730	0.058778	0.821804	0.000000	-0.809504	0.145945	-0.568686	0.000000	-0.153365	-0.987545	-0.035130	0.000000	-0.076127	1.708573	0.475737	1.000000	
-0.570417	0.033446	0.820674	0.000000	-0.806678	0.165230	-0.567424	0.000000	-0.154579	-0.985688	-0.067270	0.000000	-0.073315	1.673983	0.478346	1.000000	
-0.492849	0.065400	0.867654	0.000000	-0.853848	0.155561	-0.496733	0.000000	-0.167460	-0.985659	-0.020827	0.000000	-0.025229	1.664458	0.417808	1.000000	
-0.432872	0.078043	0.898071	0.000000	-0.887068	0.140405	-0.439769	0.000000	-0.160415	-0.987013	0.008452	0.000000	0.002363	1.662754	0.368161	1.000000	
-0.375002	0.060855	0.925024	0.000000	-0.917678	0.116963	-0.379718	0.000000	-0.131301	-0.991270	0.011984	0.000000	0.014679	1.667244	0.330922	1.000000	
-0.376204	0.051377	0.925111	0.000000	-0.917634	0.117424	-0.379684	0.000000	-0.128137	-0.991752	0.002970	0.000000	0.024543	1.638748	0.319259	1.000000	
-0.411354	0.022063	0.911208	0.000000	-0.904578	0.112870	-0.411094	0.000000	-0.111918	-0.993365	-0.026472	0.000000	0.015227	1.594555	0.319322	1.000000	
-0.424832	0.008044	0.905237	0.000000	-0.896585	0.134461	-0.421966	0.000000	-0.125114	-0.990886	-0.049911	0.000000	0.004773	1.568341	0.327789	1.000000	
-0.443257	-0.004170	0.896385	0.000000	-0.884682	0.163156	-0.436712	0.000000	-0.144429	-0.986591	-0.076009	0.000000	-0.003061	1.545825	0.336780	1.000000	
-0.485394	-0.021220	0.874038	0.000000	-0.862521	0.175139	-0.474746	0.000000	-0.143004	-0.984315	-0.103314	0.000000	-0.018772	1.541068	0.368491	1.000000	
-0.528718	-0.023834	0.848463	0.000000	-0.837924	0.174149	-0.517258	0.000000	-0.135430	-0.984431	-0.112047	0.000000	-0.057499	1.536986	0.416985	1.000000	
-0.554715	-0.017905	0.831848	0.000000	-0.820953	0.174447	-0.543695	0.000000	-0.135379	-0.984504	-0.111467	0.000000	-0.092269	1.531476	0.457115	1.000000	
-0.564740	-0.000927	0.825269	0.000000	-0.800946	0.241608	-0.547824	0.000000	-0.198883	-0.970374	-0.137188	0.000000	-0.012173	1.508155	0.555202	1.000000	
-0.514668	0.002967	0.857384	0.000000	-0.826677	0.263534	-0.497147	0.000000	-0.227425	-0.964645	-0.133180	0.000000	-0.010331	1.502960	0.554436	1.000000	
-0.497765	0.000467	0.867312	0.000000	-0.833678	0.275523	-0.478610	0.000000	-0.239187	-0.961294	-0.136757	0.000000	0.012794	1.501727	0.593474	1.000000	
-0.440656	0.018128	0.897493	0.000000	-0.857797	0.286183	-0.426947	0.000000	-0.264587	-0.958003	-0.110558	0.000000	0.048848	1.492592	0.643042	1.000000	
-0.484271	0.007294	0.874888	0.000000	-0.831917	0.305799	-0.463035	0.000000	-0.270918	-0.952068	-0.142021	0.000000	0.072708	1.499334	0.684255	1.000000	
-0.445544	0.015086	0.895133	0.000000	-0.840610	0.336939	-0.424084	0.000000	-0.308003	-0.941406	-0.137440	0.000000	0.103914	1.482898	0.744622	1.000000	
-0.503229	-0.001735	0.864151	0.000000	-0.827311	0.289842	-0.481194	0.000000	-0.249632	-0.957073	-0.147293	0.000000	0.069962	1.481362	0.766897	1.000000	
-0.566178	0.012187	0.824193	0.000000	-0.793122	0.264273	-0.548741	0.000000	-0.224499	-0.964371	-0.139960	0.000000	0.013351	1.496999	0.790171	1.000000	
-0.685453	0.019458	0.727857	0.000000	-0.699225	0.261210	-0.665472	0.000000	-0.203073	-0.965086	-0.165441	0.000000	-0.049119	1.496696	0.798483	1.000000	
-0.716218	0.036263	0.696934	0.000000	-0.662948	0.276625	-0.695686	0.000000	-0.218017	-0.960294	-0.174083	0.000000	-0.136544	1.507074	0.778320	1.000000	
-0.751952	0.061855	0.656309	0.000000	-0.622258	0.262076	-0.737639	0.000000	-0.217629	-0.963063	-0.158579	0.000000	-0.197348	1.514857	0.768124	1.000000	
-0.796420	0.064567	0.601288	0.000000	-0.571741	0.243584	-0.783441	0.000000	-0.197048	-0.967728	-0.157079	0.000000	-0.258297	1.518488	0.750104	1.000000	
-0.837074	0.063062	0.543444	0.000000	-0.516646	0.235623	-0.823139	0.000000	-0.179956	-0.969796	-0.164653	0.000000	-0.313912	1.517228	0.731682	1.000000	
-0.822042	0.074558	0.564524	0.000000	-0.544988	0.184307	-0.817936	0.000000	-0.165030	-0.980037	-0.110875	0.000000	-0.342628	1.569715	0.702061	1.000000	
-0.773827	0.088051	0.627247	0.000000	-0.595491	0.236306	-0.767821	0.000000	-0.215830	-0.967681	-0.130427	0.000000	-0.322327	1.620871	0.718738	1.000000	
-0.782353	0.109307	0.613169	0.000000	-0.598257	0.141953	-0.788631	0.000000	-0.173244	-0.983820	-0.045664	0.000000	-0.310795	1.682760	0.713413	1.000000	
-0.640423	0.175155	0.747783	0.000000	-0.757436	0.017059	-0.652686	0.000000	-0.127078	-0.984393	0.121743	0.000000	-0.312352	1.742115	0.724363	1.000000	
-0.473631	0.251287	0.844114	0.000000	-0.877252	-0.049584	-0.477463	0.000000	-0.078126	-0.966642	0.243926	0.000000	-0.286765	1.788221	0.752711	1.000000	
-0.384362	0.293136	0.875407	0.000000	-0.922424	-0.083503	-0.377044	0.000000	-0.037426	-0.952417	0.302491	0.000000	-0.257184	1.824494	0.756803	1.000000	
-0.299943	0.254022	0.919514	0.000000	-0.952325	-0.023372	-0.304189	0.000000	-0.055779	-0.966916	0.248922	0.000000	-0.212025	1.840245	0.794927	1.000000	
